1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,1,0,2,1,1,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,1,1,2,0,1,0,4,0,2,1,3,2,3,1,1,2,2,0,2,4,0,0,1,0
2,0,0,0,0,0,5,1,2,1,3,1,1,2,4,2,0,1,7,5,7,4,6,1,3,1,0,1,0,0
0,0,0,0,0,0,3,3,2,2,0,0,2,0,1,2,2,0,4,1,6,4,12,6,8,3,0,0,2,0
2,0,0,0,0,0,8,0,0,0,4,0,7,2,3,0,5,3,9,6,8,9,18,1,8,10,0,0,1,0
5,0,0,0,0,0,7,2,1,3,3,0,2,2,4,6,11,2,13,12,8,15,16,5,13,10,4,1,2,0
5,0,0,0,0,0,7,2,2,2,0,0,7,2,0,6,3,3,9,13,19,23,19,6,23,16,4,2,4,0
2,0,0,0,0,0,10,1,2,2,1,3,5,1,3,5,6,2,13,6,18,18,29,12,34,17,5,7,4,0
5,0,0,0,0,0,5,0,0,1,4,3,4,1,6,4,3,2,9,13,17,24,36,14,38,57,5,20,18,0
9,0,0,0,0,0,5,3,0,5,4,1,3,1,3,5,7,2,8,12,20,28,41,30,48,66,12,33,25,1
5,0,0,0,0,0,13,0,2,1,3,2,3,1,0,3,7,0,8,9,15,22,43,32,58,103,7,30,36,1
4,0,0,0,0,0,5,2,1,3,4,1,5,1,1,2,1,2,3,9,8,18,39,24,75,121,19,73,79,2
6,0,0,0,0,0,5,5,1,1,0,2,5,0,1,1,0,0,4,4,12,20,25,26,47,131,28,104,121,2
6,0,0,0,0,0,6,3,0,1,1,0,0,0,0,0,1,0,6,6,2,10,21,11,25,92,12,90,107,6
1,0,0,0,0,0,5,3,0,0,0,0,1,0,1,0,0,0,2,1,0,6,5,1,17,53,3,44,105,1
1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,1,9,18,1,25,41,0
